mp_id,name,party,state,constituency,gender,age,education,attendance_pct,debates_count,total_questions_prs,total_questions_parsed,pvt_member_bills_count,profile_url,Health and Family Welfare,Agriculture and Farmers Welfare,Railways,Finance,Education,"Environment, Forest and Climate Change",Jal Shakti,Women and Child Development,Road Transport and Highways,Housing and Urban Affairs,Home Affairs,Commerce and Industry,Labour and Employment,Civil Aviation,Rural Development,"Consumer Affairs, Food and Public Distribution",AYUSH,Communications,Petroleum and Natural Gas,Textiles,Chemicals and Fertilizers,Law and Justice,"Fisheries, Animal Husbandry and Dairying",Tourism,Electronics and Information Technology,"Micro, Small and Medium Enterprises",Social Justice and Empowerment,Culture,Defence,New and Renewable Energy,Skill Development and Entrepreneurship,External Affairs,Youth Affairs and Sports,Human Resource Development,Power,Tribal Affairs,Information and Broadcasting,Coal,Prime Minister,Food Processing Industries,Corporate Affairs,Science and Technology,Minority Affairs,"Ports, Shipping and Waterways",Heavy Industries and Public Enterprises,Earth Sciences,Panchayati Raj,Mines,Steel,Statistics and Programme Implementation,Cooperation,Planning,Shipping,Development of North Eastern Region,Ayush,Consumer Affairs,Micro,Parliamentary Affairs,Heavy Industries,Statiscs and Programme Implementation,Atomic Energy,"Personnel, Public Grievances and Pensions",Space
akhilesh-yadav,Akhilesh Yadav,SP,Uttar Pradesh,Azamgarh,Male,50 years,Post Graduate,32,5,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/akhilesh-yadav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dinesh-lal-nirahua-yadav,"Dinesh Lal ""Nirahua"" Yadav",BJP,Uttar Pradesh,Azamgarh,Male,,Information Not Available,90,3,36,36,0,https://prsindia.org/mptrack/17-lok-sabha/dinesh-lal-nirahua-yadav,4,2,4,1,3,1,1,1,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,2,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sanghamitra-maurya,Sanghamitra Maurya,BJP,Uttar Pradesh,Badaun,Female,39 years,Information Not Available,98,57,86,86,0,https://prsindia.org/mptrack/17-lok-sabha/sanghamitra-maurya,9,4,4,3,2,4,3,3,3,1,2,1,7,1,5,3,4,5,3,0,2,1,1,3,0,0,0,0,1,0,2,0,1,0,0,1,0,0,2,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
satya-pal-singh,Satya Pal Singh,BJP,Uttar Pradesh,Baghpat,Male,68 years,Doctorate,97,50,18,18,2,https://prsindia.org/mptrack/17-lok-sabha/satya-pal-singh,0,1,0,2,0,0,0,0,0,3,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
akshaibar-lal,Akshaibar Lal,BJP,Uttar Pradesh,Bahraich,Male,77 years,Matric,81,11,14,14,0,https://prsindia.org/mptrack/17-lok-sabha/akshaibar-lal,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
virendra-singh,Virendra Singh,BJP,Uttar Pradesh,Ballia,Male,67 years,Graduate,91,27,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/virendra-singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rk-singh-patel,R.K. Singh Patel,BJP,Uttar Pradesh,Banda,Male,64 years,Graduate,85,37,85,85,0,https://prsindia.org/mptrack/17-lok-sabha/rk-singh-patel,5,8,10,3,7,0,0,3,7,2,0,1,6,1,5,1,7,3,1,0,1,0,3,2,0,0,0,1,2,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
kamlesh-paswan,Kamlesh Paswan,BJP,Uttar Pradesh,Bansgaon,Male,47 years,Inter/ Higher Secondary,87,10,26,26,0,https://prsindia.org/mptrack/17-lok-sabha/kamlesh-paswan,2,1,1,0,0,0,1,2,3,0,1,0,0,1,3,0,0,0,1,0,1,2,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
upendra-singh-rawat,Upendra Singh Rawat,BJP,Uttar Pradesh,Barabanki,Male,55 years,Information Not Available,86,7,212,212,0,https://prsindia.org/mptrack/17-lok-sabha/upendra-singh-rawat,16,9,15,6,7,6,3,7,6,16,8,3,3,3,5,2,9,7,4,1,4,8,2,5,2,0,5,6,6,1,4,0,2,6,4,0,2,0,6,0,1,0,1,0,4,2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
santosh-kumar-gangwar,Santosh Kumar Gangwar,BJP,Uttar Pradesh,Bareilly,Male,75 years,Professional Graduate,94,1,9,9,0,https://prsindia.org/mptrack/17-lok-sabha/santosh-kumar-gangwar,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
harish-chandra-alias-harish-dwivedi,Harish Chandra Alias Harish Dwivedi,BJP,Uttar Pradesh,Basti,Male,50 years,Post Graduate,74,21,190,190,0,https://prsindia.org/mptrack/17-lok-sabha/harish-chandra-alias-harish-dwivedi,14,12,9,7,10,8,5,8,4,1,5,6,4,8,1,4,5,8,3,2,1,2,5,4,1,0,5,3,3,1,1,3,4,5,6,1,2,0,2,4,1,1,0,0,1,1,2,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0
ramesh-chand,Ramesh Chand,BJP,Uttar Pradesh,Bhadohi,Male,49 years,Professional Graduate,92,6,61,61,2,https://prsindia.org/mptrack/17-lok-sabha/ramesh-chand,7,4,2,1,0,1,4,4,0,0,0,4,1,2,4,2,2,2,1,1,2,0,0,2,0,1,1,2,1,0,2,0,2,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
malook-nagar,Malook Nagar,BSP,Uttar Pradesh,Bijnor,Male,59 years,Graduate,95,606,255,255,3,https://prsindia.org/mptrack/17-lok-sabha/malook-nagar,20,14,9,12,4,10,10,6,10,3,3,4,9,3,10,11,6,6,5,4,7,6,5,4,8,5,4,5,7,4,3,1,5,0,2,8,5,2,4,0,1,0,1,1,2,0,0,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0
bhola-singh,Bhola Singh,BJP,Uttar Pradesh,Bulandshahr,Male,46 years,Graduate,96,35,564,564,5,https://prsindia.org/mptrack/17-lok-sabha/bhola-singh,35,14,16,27,23,18,12,14,21,24,18,19,9,13,10,6,12,12,8,7,16,8,9,6,11,11,9,13,15,4,7,10,5,9,8,3,10,6,12,4,9,10,2,8,8,8,3,6,1,4,3,1,2,2,2,0,0,0,0,1,0,0,0
mahendra-nath-pandey,Mahendra Nath Pandey,BJP,Uttar Pradesh,Chandauli,Male,66 years,Doctorate,N/A,0,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/mahendra-nath-pandey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramapati-ram-tripathi,Ramapati Ram Tripathi,BJP,Uttar Pradesh,Deoria,Male,73 years,Inter/ Higher Secondary,93,28,239,239,4,https://prsindia.org/mptrack/17-lok-sabha/ramapati-ram-tripathi,11,9,7,5,6,11,7,12,8,8,3,5,6,6,9,5,4,5,7,10,3,6,3,5,3,7,4,5,5,5,2,3,6,3,2,4,3,4,1,1,0,2,0,6,2,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rekha-verma,Rekha Verma,BJP,Uttar Pradesh,Dhaurahra,Female,50 years,Inter/ Higher Secondary,83,61,92,92,0,https://prsindia.org/mptrack/17-lok-sabha/rekha-verma,5,5,4,2,4,3,4,4,4,4,1,4,3,3,4,1,7,3,2,1,3,1,0,0,2,1,0,1,2,0,2,0,4,0,3,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jagdambika-pal,Jagdambika Pal,BJP,Uttar Pradesh,Domariyaganj,Male,73 years,Post Graduate,99,193,339,339,12,https://prsindia.org/mptrack/17-lok-sabha/jagdambika-pal,21,12,5,5,7,17,9,14,11,11,13,11,6,4,9,6,3,4,4,1,9,12,6,13,7,4,9,10,8,5,6,8,5,5,6,3,5,4,4,3,3,5,4,4,6,2,1,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0
rajveer-singh-raju-bhaiya,Rajveer Singh (Raju Bhaiya),BJP,Uttar Pradesh,Etah,Male,64 years,Professional Graduate,81,9,265,265,0,https://prsindia.org/mptrack/17-lok-sabha/rajveer-singh-raju-bhaiya,16,6,6,16,17,3,5,8,9,11,5,11,4,3,5,2,7,4,3,3,10,5,5,4,8,3,6,7,6,2,2,4,4,0,2,3,3,4,7,4,4,2,0,5,3,6,3,3,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0
ram-shankar-katheria,Ram Shankar Katheria,BJP,Uttar Pradesh,Etawah,Male,59 years,Doctorate,75,23,137,137,0,https://prsindia.org/mptrack/17-lok-sabha/ram-shankar-katheria,5,2,8,3,4,10,2,2,1,8,1,2,4,6,8,6,4,0,0,1,3,0,3,3,8,2,1,6,0,5,1,1,0,1,1,3,3,0,1,1,5,0,1,0,1,0,1,1,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0
lallu-singh,Lallu Singh,BJP,Uttar Pradesh,Faizabad,Male,69 years,Professional Graduate,91,8,168,168,0,https://prsindia.org/mptrack/17-lok-sabha/lallu-singh,8,3,7,8,6,3,3,5,2,6,6,1,3,3,4,7,8,4,4,2,6,1,6,5,2,8,5,1,3,1,4,5,3,2,0,1,2,0,2,2,1,2,2,0,1,2,1,0,2,0,2,2,0,0,0,0,1,0,0,0,0,0,0
mukesh-rajput,Mukesh Rajput,BJP,Uttar Pradesh,Farrukhabad,Male,55 years,Graduate,95,46,57,57,0,https://prsindia.org/mptrack/17-lok-sabha/mukesh-rajput,1,5,5,3,1,4,3,0,3,1,0,0,2,2,0,1,4,0,2,1,0,1,0,3,0,1,2,1,1,0,0,0,0,1,1,0,0,0,0,1,2,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
niranjan-jyoti,Niranjan Jyoti,BJP,Uttar Pradesh,Fatehpur,Female,57 years,Inter/ Higher Secondary,N/A,0,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/niranjan-jyoti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rajkumar-chahar,Rajkumar Chahar,BJP,Uttar Pradesh,Fatehpur Sikri,Male,56 years,Graduate,89,12,60,60,0,https://prsindia.org/mptrack/17-lok-sabha/rajkumar-chahar,1,8,0,1,0,6,4,0,5,2,3,2,0,0,0,0,0,1,0,0,1,1,2,2,1,0,0,12,1,1,0,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chandra-sen-jadon,Chandra Sen Jadon,BJP,Uttar Pradesh,Firozabad,Male,73 years,Graduate,98,17,51,51,0,https://prsindia.org/mptrack/17-lok-sabha/chandra-sen-jadon,8,4,1,4,1,2,1,1,2,1,1,2,1,1,1,2,0,1,1,1,2,0,1,1,1,0,1,2,0,1,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mahesh-sharma,Mahesh Sharma,BJP,Uttar Pradesh,Gautam Buddha Nagar,Male,64 years,Professional Graduate,83,4,6,6,0,https://prsindia.org/mptrack/17-lok-sabha/mahesh-sharma,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vijay-kumar-singh,Vijay Kumar Singh,BJP,Uttar Pradesh,Ghaziabad,Male,72 years,Doctorate,N/A,0,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/vijay-kumar-singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afzal-ansari,Afzal Ansari,BSP,Uttar Pradesh,Ghazipur,Male,70 years,Post Graduate,73,3,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/afzal-ansari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atul-kumar-singh,Atul Kumar Singh,BSP,Uttar Pradesh,Ghosi,Male,41 years,Information Not Available,1,0,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/atul-kumar-singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kirti-vardhan-singh,Kirti Vardhan Singh,BJP,Uttar Pradesh,Gonda,Male,57 years,Post Graduate,70,7,47,47,0,https://prsindia.org/mptrack/17-lok-sabha/kirti-vardhan-singh,8,3,3,2,1,4,3,0,3,0,0,0,0,2,0,3,2,0,3,0,2,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ravindra-shyamnarayan,Ravindra Shyamnarayan,BJP,Uttar Pradesh,Gorakhpur,Male,54 years,Graduate,68,81,480,480,10,https://prsindia.org/mptrack/17-lok-sabha/ravindra-shyamnarayan,28,19,33,18,17,21,14,7,13,11,11,10,15,17,12,11,10,11,9,4,12,4,12,6,10,6,4,16,9,9,8,8,11,4,2,4,7,8,3,4,6,4,1,5,7,5,4,2,0,1,4,1,0,0,1,0,1,0,0,0,0,0,0
pushpendra-singh-chandel,Pushpendra Singh Chandel,BJP,Uttar Pradesh,Hamirpur,Male,50 years,Post Graduate,94,1261,376,376,15,https://prsindia.org/mptrack/17-lok-sabha/pushpendra-singh-chandel,29,27,13,17,9,14,6,11,14,4,16,17,13,7,5,10,6,9,11,5,6,4,4,9,4,7,4,9,10,11,2,5,3,6,2,1,0,4,6,3,3,2,4,3,0,0,2,2,2,3,8,2,1,1,0,0,0,0,0,0,0,0,0
jai-prakash,Jai Prakash,BJP,Uttar Pradesh,Hardoi,Male,65 years,Professional Graduate,70,3,55,55,0,https://prsindia.org/mptrack/17-lok-sabha/jai-prakash,8,6,3,2,1,4,1,0,0,1,0,3,1,0,1,2,0,0,3,0,0,2,0,0,0,0,0,0,1,1,1,3,2,2,1,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rajvir-diler,Rajvir Diler,BJP,Uttar Pradesh,Hathras,Male,65 years,Under Matric,94,7,39,39,0,https://prsindia.org/mptrack/17-lok-sabha/rajvir-diler,3,5,2,1,2,1,2,2,2,1,0,1,1,0,2,3,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhanu-pratap-singh-verma,Bhanu Pratap Singh Verma,BJP,Uttar Pradesh,Jalaun,Male,66 years,Post Graduate,97,31,49,49,1,https://prsindia.org/mptrack/17-lok-sabha/bhanu-pratap-singh-verma,3,3,7,4,0,0,3,1,0,0,0,0,0,0,0,1,2,1,1,0,3,1,0,2,0,1,1,0,2,3,1,0,1,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shyam-singh-yadav,Shyam Singh Yadav,BSP,Uttar Pradesh,Jaunpur,Male,69 years,Post Graduate,97,53,196,196,5,https://prsindia.org/mptrack/17-lok-sabha/shyam-singh-yadav,15,9,6,11,8,11,5,6,7,4,5,6,4,2,4,5,3,4,3,2,1,4,4,2,2,3,2,2,4,3,4,5,5,2,4,1,2,2,1,0,1,0,5,2,4,4,1,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0
anurag-sharma,Anurag Sharma,BJP,Uttar Pradesh,Jhansi,Male,59 years,Post Graduate,86,46,348,348,1,https://prsindia.org/mptrack/17-lok-sabha/anurag-sharma,23,17,13,11,13,8,6,14,8,15,5,6,5,9,10,9,5,8,5,9,8,5,8,4,7,12,6,9,7,8,9,3,6,1,6,6,4,6,3,3,3,7,2,2,3,0,3,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
pradeep-kumar,Pradeep Kumar,BJP,Uttar Pradesh,Kairana,Male,54 years,Information Not Available,93,18,22,22,0,https://prsindia.org/mptrack/17-lok-sabha/pradeep-kumar,1,0,2,1,2,2,2,1,0,0,0,0,2,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brij-bhushan-sharan-singh,Brij Bhushan Sharan Singh,BJP,Uttar Pradesh,Kaiserganj,Male,67 years,Post Graduate,87,2,148,148,0,https://prsindia.org/mptrack/17-lok-sabha/brij-bhushan-sharan-singh,9,3,7,2,6,5,3,8,3,4,1,3,5,5,5,3,1,3,1,8,0,1,5,5,5,4,4,1,3,4,2,0,3,0,2,3,1,3,3,2,2,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
subrata-pathak,Subrata Pathak,BJP,Uttar Pradesh,Kannauj,Male,44 years,Graduate,79,14,255,255,2,https://prsindia.org/mptrack/17-lok-sabha/subrata-pathak,19,12,19,10,9,15,6,0,5,6,7,9,11,12,6,4,4,3,4,4,7,3,6,4,8,5,5,5,4,4,4,3,4,1,0,1,4,2,4,0,2,1,0,2,2,5,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
satyadev-pachauri,Satyadev Pachauri,BJP,Uttar Pradesh,Kanpur,Male,76 years,Information Not Available,91,24,172,172,0,https://prsindia.org/mptrack/17-lok-sabha/satyadev-pachauri,16,13,7,7,9,7,2,5,2,5,2,4,5,7,5,5,3,5,0,3,3,6,1,1,5,2,2,3,1,4,2,2,0,0,3,4,1,2,4,2,1,2,0,2,2,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
vinod-kumar-sonkar,Vinod Kumar Sonkar,BJP,Uttar Pradesh,Kaushambi,Male,53 years,Graduate,76,51,573,573,3,https://prsindia.org/mptrack/17-lok-sabha/vinod-kumar-sonkar,33,16,16,25,19,17,9,14,14,22,19,22,11,12,12,7,13,13,8,8,16,13,9,7,11,11,10,14,13,5,7,7,6,5,9,2,13,7,16,5,9,10,0,7,7,9,3,5,2,8,6,2,3,3,2,0,0,0,0,1,0,0,0
ajay-misra-teni,Ajay Misra Teni,BJP,Uttar Pradesh,Kheri,Male,63 years,Professional Graduate,96,56,160,160,4,https://prsindia.org/mptrack/17-lok-sabha/ajay-misra-teni,20,14,16,10,1,5,6,1,3,7,4,6,4,2,3,2,6,5,5,0,1,2,2,2,2,4,0,1,3,0,3,5,0,11,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vijay-kumar-dubey,Vijay Kumar Dubey,BJP,Uttar Pradesh,Kushi Nagar,Male,63 years,Information Not Available,78,21,216,216,0,https://prsindia.org/mptrack/17-lok-sabha/vijay-kumar-dubey,12,14,12,6,3,5,6,9,6,8,3,3,0,2,8,4,10,2,3,7,3,5,2,13,8,7,2,7,2,2,4,0,4,4,5,3,2,2,0,7,1,3,0,0,0,0,1,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0
sangeeta-azad,Sangeeta Azad,BSP,Uttar Pradesh,Lalganj,Female,42 years,Information Not Available,85,67,93,93,0,https://prsindia.org/mptrack/17-lok-sabha/sangeeta-azad,17,3,5,1,1,0,5,2,2,1,2,3,5,4,4,1,3,2,0,2,0,4,0,0,2,2,2,1,2,3,4,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0
rajnath-singh,Rajnath Singh,BJP,Uttar Pradesh,Lucknow,Male,72 years,Post Graduate,N/A,0,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/rajnath-singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bholanath-bp-saroj,Bholanath (B.P. Saroj),BJP,Uttar Pradesh,Machhlishahr,Male,63 years,Information Not Available,98,13,144,144,0,https://prsindia.org/mptrack/17-lok-sabha/bholanath-bp-saroj,7,7,9,4,5,3,3,3,7,5,4,4,4,2,0,0,6,5,6,0,5,4,1,4,3,1,9,3,3,0,1,4,3,0,2,3,2,1,4,2,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pankaj-chowdhary,Pankaj Chowdhary,BJP,Uttar Pradesh,Maharajganj,Male,59 years,Graduate,94,20,103,103,0,https://prsindia.org/mptrack/17-lok-sabha/pankaj-chowdhary,8,5,10,3,1,7,5,3,4,2,4,6,4,3,2,6,0,1,5,1,0,1,1,1,1,1,2,0,0,0,1,0,0,7,1,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dimple-yadav,Dimple Yadav,SP,Uttar Pradesh,Mainpuri,Female,46 years,Graduate,67,8,16,16,0,https://prsindia.org/mptrack/17-lok-sabha/dimple-yadav,1,0,1,1,1,0,0,2,1,1,0,0,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
mulayam-singh-yadav,Mulayam Singh Yadav,SP,Uttar Pradesh,Mainpuri,Male,84 years,Post Graduate,62,1,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/mulayam-singh-yadav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hema-malini,Hema Malini,BJP,Uttar Pradesh,Mathura,Female,75 years,Matric,50,20,105,105,0,https://prsindia.org/mptrack/17-lok-sabha/hema-malini,14,12,1,0,8,11,6,2,0,4,0,2,1,1,2,1,7,1,0,5,0,0,1,7,0,0,1,4,0,1,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
rajendra-agrawal,Rajendra Agrawal,BJP,Uttar Pradesh,Meerut,Male,72 years,Post Graduate,97,97,232,232,6,https://prsindia.org/mptrack/17-lok-sabha/rajendra-agrawal,21,12,6,7,4,11,13,5,3,6,0,4,3,3,3,4,4,6,5,7,4,8,2,4,9,3,5,7,6,4,6,0,3,4,1,0,4,1,3,10,3,2,5,3,2,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0
anupriya-singh-patel,Anupriya Singh Patel,AD,Uttar Pradesh,Mirzapur,Female,42 years,Professional Post Graduate,96,44,9,9,0,https://prsindia.org/mptrack/17-lok-sabha/anupriya-singh-patel,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ashok-kumar-rawat,Ashok Kumar Rawat,BJP,Uttar Pradesh,Misrikh,Male,48 years,Post Graduate,88,61,319,319,0,https://prsindia.org/mptrack/17-lok-sabha/ashok-kumar-rawat,20,21,33,11,9,16,13,10,10,6,8,3,6,6,15,4,0,3,4,4,7,11,5,7,1,1,5,7,6,1,4,3,0,6,16,0,12,1,5,2,1,1,1,1,1,1,0,2,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0
kaushal-kishore,Kaushal Kishore,BJP,Uttar Pradesh,Mohanlalganj,Male,64 years,Inter/ Higher Secondary,76,5,143,143,0,https://prsindia.org/mptrack/17-lok-sabha/kaushal-kishore,12,8,10,8,1,3,6,7,2,11,9,1,4,2,2,3,3,3,2,2,1,2,2,3,2,0,2,4,4,1,0,1,1,3,2,1,3,1,6,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
st-hasan,S.T. Hasan,SP,Uttar Pradesh,Moradabad,Male,65 years,Information Not Available,86,55,13,13,0,https://prsindia.org/mptrack/17-lok-sabha/st-hasan,2,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sanjeev-kumar-balyan,Sanjeev Kumar Balyan,BJP,Uttar Pradesh,Muzaffarnagar,Male,51 years,Doctorate,N/A,0,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/sanjeev-kumar-balyan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
girish-chandra,Girish Chandra,BSP,Uttar Pradesh,Nagina,Male,60 years,Information Not Available,91,221,104,104,0,https://prsindia.org/mptrack/17-lok-sabha/girish-chandra,6,4,5,2,11,2,4,4,2,2,2,1,7,1,5,2,6,0,2,8,0,3,0,0,0,0,7,0,2,2,5,0,2,2,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keshari-devi-patel,Keshari Devi Patel,BJP,Uttar Pradesh,Phulpur,Female,67 years,Post Graduate,95,33,299,299,0,https://prsindia.org/mptrack/17-lok-sabha/keshari-devi-patel,30,22,24,17,10,8,9,8,14,5,9,2,8,5,7,9,7,8,5,4,6,4,6,8,6,1,0,2,3,3,5,1,8,5,4,2,1,0,6,2,0,1,1,2,3,0,3,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
